2762,0.987326929483632,0.153040385831261,-0.042002078770491,5.2
2548,0.982740242169534,0.139846419831907,0.121097461908846,5.69
2353,0.99079253488239,0.1306125737574,-0.0356441916417752,5.72
2006,0.993293552468274,0.110554179452966,0.0338480727728683,5.77
2787,0.987957955626297,0.154470869496108,0.00882204011694309,5.94
1939,0.993813706366643,0.106622528127418,-0.0310797930095061,6.08
2100,0.993260172294405,0.11590290292788,0.000864422685764999,6.16
664,0.998993003122466,0.0357650269439084,-0.0270895286053333,6.18
1421,0.996554399903702,0.0775300290992657,0.0294690111886887,6.19
417,0.999717447439379,0.0220903112280762,0.0087774389852386,6.32
635,0.999109906394712,0.0337330727101496,-0.0253273518055428,6.43
2954,0.985161094278665,0.162683137263763,0.0546974877821898,6.43
2358,0.987797700913669,0.130681881237579,0.0847227713538544,6.52
1192,0.996536167883209,0.0650100273591234,-0.0518590632716733,6.64
2994,0.986192614969418,0.165368993224675,0.00878761967988629,6.64
906,0.997723204944623,0.0486244368344667,-0.0467340396024187,6.74
2025,0.984780293039939,0.110887949860156,0.13383436410722,6.77
1107,0.99789845240859,0.0601301806160535,0.0241462224710751,6.79
1602,0.990160778411621,0.086994996880841,0.109606128537578,6.81
803,0.998748973318643,0.0432439353590635,-0.0251087703724643,6.84
2323,0.991439835990587,0.128986239128818,-0.0202386196753095,6.89
2080,0.991221600775118,0.114139691237239,0.0667223279051408,6.9
448,0.997745989659848,0.0233861405537063,0.0628969677146066,6.91
1684,0.995596416352023,0.0917913134119819,-0.0190297275101866,6.92
2312,0.990766177051629,0.1281901392186,-0.0441550746530372,6.95
1587,0.995901253983373,0.0864645458152444,-0.0265438247302359,6.96
1249,0.992486608325161,0.0678494803438667,0.101817387082393,6.98
1325,0.996839797366685,0.0725780297991952,0.0322931568047034,6.98
3540,0.980622020102065,0.195859366091324,0.00442294079207532,7.01
1169,0.997713330924947,0.0636857625792353,0.0226325636936748,7.03
700,0.998795771123383,0.0380127064500432,-0.0310167976166165,7.05
2496,0.990455602729098,0.137785075294026,-0.00360167305007088,7.07
1424,0.996980417628685,0.0776164198235525,-0.00239546210740074,7.1
1272,0.994833154318632,0.0693684964347447,0.0741283128826197,7.13
223,0.999235000727413,0.0121460635657159,0.0371737334840788,7.17
2166,0.991696850696456,0.118856900115284,0.04909575963072,7.18
2641,0.989289140779124,0.145581991014485,0.0106244919295567,7.18
1153,0.997530976289986,0.0627935594535875,-0.0314471021414676,7.19
1455,0.994684185137002,0.0788583589773653,0.0662173018004771,7.2
1470,0.996212601947023,0.0797523398407877,-0.0346412472619285,7.21
1018,0.998381082919812,0.0552566567719342,-0.0134875924557674,7.22
14,0.999979859947563,0.00084283180917506,0.00629041602706228,7.25
769,0.998911459807124,0.0412861001621758,0.0217106747798961,7.27
717,0.99917805906347,0.0386930956002977,0.0120851412495959,7.31
3086,0.983924870339444,0.170013023505184,0.0546573084421016,7.34
1900,0.993557887290732,0.104413992639598,-0.0440504567903227,7.35
1691,0.994621647257713,0.0923492393746867,-0.0468977269520613,7.36
2612,0.988835153681444,0.144204040206344,-0.0375530775298298,7.36
1033,0.99736919629521,0.0562810983671571,-0.045685054974612,7.37
1120,0.997464708822267,0.0610949264069788,-0.0364906100447274,7.41
900,0.996230968680056,0.0482619622589871,0.0720738513034373,7.44
2343,0.991372297469144,0.130168269882298,-0.0154009521329181,7.46
2677,0.987417767645311,0.147147753785111,0.0579110584806332,7.47
